erakond,message
sotsdem,"Sotsiaaldemokraatlik Erakond seisab tegeliku tasuta kõrghariduse eest. Me seisame selle eest, et kõik võimekad ja motiveeritud noored saaksid ülikoolis õppida sõltumata oma rahalistest võimalustest."
sotsdem,"Kell 11.00  saab Kuku raadio haridussaates KoolOn  kuulata vestlusi teemal meedia noorte maailmapildi kujundajana.
Stuudios on võtavad sõna endisest ajakirjanikust parlamendisaadik Marianne Mikko,  sotsiaalteadlased Veronika Kalmus ja Andra Siibak ning kauaaegse meediaõpetaja kogemusega teleajakirjanik Silvia Karro.
Ja kui soovid midagi Mariannele edasi öelda või talt küsida, saad seda teha meie seinal.

Kukut saab kuulata siit: http//player.kuku.ee/"
sotsdem,"Täna kell 13.00 on suur osa meie fraktsiooni liikmetest toetamas põllumehi meeleavaldusel, mille eesmärk on aidata kaasa Eesti põllumeestele maksatava EL toetuste tõusule. 

Kõik, kellele on põllumehed ja kaudselt ka Eesti toit oluline, tulge kaasa elama!
Kell 13.00 Euroopa Komisjoni Eesti esinduse ees Tallinnas, Rävala pst 7."
sotsdem,"Sven räägib erakonna plaanidest, koalitsioonist-opositsioonist, SDE edu saladusest, uutest liikmetest ja paljust muust. "
sotsdem,
sotsdem,Elagu Eesti! Elagu meie President!
sotsdem,"Häid uudiseid Ida-Virumaalt! 
SDEga ühinesid Vaivara vallavolikogu esimees Heiki Luts, vallavolikogu liige Aare Objartel ja abivallavanem Mati Männisalu ning Sotsiaaldemokraatlikust Erakonnast sai Vaivara vallas koalitsioonipartner üksteist aastat valda ainuvõimul juhtinud Keskerakonnale.
http://bit.ly/ok8qCf"
sotsdem,"BNS-i tellitud TNS Emori uuringu kohaselt tõusis sotsiaaldemokraatide populaarsus riigikogu valimiste järel kõigi aegade kõrgeimale, 19 protsendi tasemele. Täname kõiki toetajaid!"
sotsdem,"Andres Anvelt arutles Valgamaalases, mis on noorte kuritegevuse statistika taga..."
sotsdem,Tänu Teie panusele tegime eile kõigi aegade parima valimistulemuse. Teeme uue alguse! Aitäh!
sotsdem,Boris Lehtlaane panus SDE kampaaniasse!
sotsdem,"Tule, toeta tudengipalga ideed lihtsa kommentaari või videolõiguga - lisaks väärt idee toetamisele annab see sulle võimaluse ka endale üks palk võita!"
sotsdem,
sotsdem,"Kui keegi homme Lääne-virumaale satub, võib ka Tamsalu-Neeruti maratoni piiluda. Distantsile, 44 kilomeetrit, vabatehnikas on registreerinud ennast ka SDE suusaklubi: Marek Saar (vanem vend) ja Indrek Saar (noorem vend). Kes on tugevam, kes kavalam? Kas vanem vend ootab nooremat rajal järgi? Kas peale võistlust surutakse üksteisel kätt ja minnakse sõpradena lahku?"
sotsdem,"Regionaalkonverentsil arutleti maapiirkondade eluvõime üle

Reedel, 28. jaanuaril Haapsalu kultuurimajas toimunud regionaalpoliitika konverentsil arutleti, kuidas juhtida riiki nii, et maakonnad ei jookseks inimestest tühjaks.

Milliseks kujuneb Eesti koolivõrk ja kuidas see mõjutab maakondade arengut, ning mida peab tegema riik ääremaade arengu toetamiseks – just neile küsimustele otsiti konverentsil vastuseid.

„Eesti regionaalne areng on pikaks ajaks toppama jäänud. Selgitamist vajavad omavalitsuse ja riigi suhted ja ka riigi roll regionaalarengu suunamisel. Nii majanduse kui ka avalike teenuste koondamine suurtesse keskustesse näib olema pidurdamatu,“ ütles Lääne maavanem Neeme Suur. „Sotsiaaldemokraatidel on kindel nägemus jõulisemast ja mõjusamast regionaalpoliitikast, sellest reedesel konverentsil räägimegi,“ lisas Neeme Suur.

Sotsiaaldemokraatliku Erakonna korraldatud konverentsil pidas Riigikogu kultuurikomisjoni esimees Peeter Kreitzberg ettekande haridusvõrgustiku regionaalpoliitilisest mõõtmest. Riigikogu Sotsiaaldemokraatliku Erakonna fraktsiooni esimees ja Eesti esimene regionaalminister Eiki Nestor rääkis regionaalpoliitika rollist ja positsioonist riigijuhtimises. Inimgeograafia doktor Garri Raagmaa tegi ülevaate regionaal- ja ruumilisest kohesioonipoliitikast Euroopas ja Eestis. Lääne maavanem Neeme Suur pidas ettekande riiklikust halduskorraldusest kui regionaalpoliitika alusest ning SDE juhatuse liige Kajar Lember rääkis omavalitsuste tulevikust sotsiaaldemokraatide pilgu läbi."
sotsdem,
sotsdem,
sotsdem,
sotsdem,"Sõbrad, olime teile ühe asja võlgu. Siin ta on!"
sotsdem,"Fännid, ärge unustage siis Urve ja Aleksanderi toetuseks helistada, eks :) Muideks, Delfi valib ka lemmikpaari: http://publik.delfi.ee/news/tantsud/haaleta-milline-tantsusaate-paar-on-sinu-lemmik.d?id=34450787"
sotsdem,
sotsdem,eileõhtune AK siin: http://uudised.err.ee/index.php?06217812
sotsdem,Hoplaa!
sotsdem,Eesti haridusest laiemalt...
sotsdem,"Allpool olev foto on tehtud täna pärastlõunal Haapsalus, kus enne Läänemaa piirkonna üldkogu sai hoo sisse sotsiaaldemokraatide telgituur.
Taas on erakonna telk püsti laupäeva hommikul Rakvere turul."
sotsdem,Postimehe andmetel toetab sotse ja keskerakondlasi praktiliselt ühesugune hulk eestlasi. 12% meile ja 14% KesK'ile.
sotsdem,"""Just sotsid, kes kavatsevad valida omale uue juhi, saaksid Eesti erakondadest näidata, missugune peaks olema XXI sajandi erakonna esimees."""
sotsdem,sotsdem: Ebavõrdsus vajab tasandamist nii palju kui võimalik. Väike pilguheit Heljo Pikhofi poolt http://bit.l...
sotsdem,"Marianne sõnul ei ole meeste domineerimine võimumängudes mitte paaritumismäng vaid ajaga kujunenud ""kultuur""."
sotsdem,"sotsdem: Äripäev uuris tarkadelt meestelt, mis edasi saab. Mehed ütlesid, et aeg on inimeste heaolu hakata t&#..."
sotsdem,"Spordis me maailma tippu ei jõua, kui me rahvaspordile ei panusta. Kuula mida Peeter Kreitzberg Kukus räägib."
sotsdem,sotsdem: Eiki Nestor: Eestit aitab edukas sotsiaalpoliitika. http://www.sakala.ajaleht.ee/?id=281325
sotsdem,Kolm on kohtu seadus: Tallinna Linnavolikogus eelarve III lugemine. SDE ettepanekul saavad Tallinna lasteaiad lisaraha. Jaak Juske palus eelarve vastuvõtmise puhul tervitada kõiki ja eelkõige tallinlastest SDE fänne Facebookis. Niisiis - olge tervitatud! :)
sotsdem,"Möödunud nädala kuumim teema: kas Pihl, Mikser või Saar?"
sotsdem,"Jüri Pihl: erakonna esimehe tool on nagu 
kiiktool.Sotsiaaldemokraatliku Erakonna esimees Jüri Pihl 
tervitab erinevaid arvamusi erakonna sees ja oma esimehe kohast ilma
 jääda ei karda."
sotsdem,"Liivat, Lember ja Tomberg liituvad sotsiaaldemokraatidega"
EKRE,Tallinna volikogu nelja komisjoni aseesimehed on nüüdsest rahvuskonservatiivid.
EKRE,"Martin ja Mart Helme teevad põhjaliku ülevaate, kuidas IRL end ühe kõrgepalgalise ametikoha eest Keskerakonnale maha müüs."
EKRE,
EKRE,"Martin Helme: ""Eesti vasakpoolne valitsus prassib, jagades uue aasta riigieelarvest rahvale kingitusi, selle asemel et langetada makse ning parandada inimeste ostujõudu ja majanduse konkurentsivõimet."""
EKRE,
EKRE,"Millist hääletamismoodust neil valimistel kasutate? Klikkige allolevale lingile, et osaleda küsitlusel. (Küsitlus on anonüümne.)
Jaga seda postitust!"
EKRE,"MART HELME: Missugune moraalne üleolek, missugune eetiline platvorm kellegi hukkamõistmiseks on nendel, kes kõik oma süüdistused on üles ehitanud valedele? Ja missugune moraalne õigustus on nendel ajakirjanikel, kes valesid ja väljamõeldisi järjekindlalt tiražeerivad?"
EKRE,"VÄIKE VALIMISSPIKKER. 
Jaga seda postitust ja tule kindlasti valima!"
EKRE,"Eesti Konservatiivse Rahvaerakonna esinumber Nõmmel WESSE ALLIK leiab, et Tallinna linnavõim peab hakkama Nõmmele rohkem tähelepanu pöörama. Et toimuks areng, kuid säiliks ka linna rohelus ja inimsõbralikkus, tuleb liiklus Nõmmel teha mitmetasandiliseks ja ehitada keskus korralikult välja. Loomulikult tuleb parandada ka ühistranspordiühendust Tallinna kesklinnaga."
EKRE,
EKRE,2. oktoober 12-18 Haabersti päev EKRE kohvikus. Küsimustele vastab EKRE esinumber Haaberstis URMAS ESPENBERG.
EKRE,"Kaitseväe peastaabi kõige staažikam ülem, brigaadikindral Alar Laneman: „Kodanik ei tohi tunda, et ta on riigile vajalik kui üksnes maksumaksja ja mitmesuguste kohustuste täitja. Kodanik ei tohi tunda ennast Eesti riigis hädades (liiga pikad arstijärjekorrad, kallis ravi, hooldekodude probleemid, puudega inimeste vajadustega mittearvestamine vms) mahajäetuna.""
Loe pikemalt allolevalt lingilt!"
EKRE,Vali Viimsi volikokku aus ja julge revident!
EKRE,Viimsi EKRE on täna esindatud oma suurüritusel. Ootame Teid kõiki Viimsisse Vanade Bändide kokkutulekule!
EKRE,
EKRE,EKRE kavatseb Viimsis lüüa korra majja. Vaata lähemalt videost!
EKRE,"""Lisaks programmidega tutvumisele tuleb valijal vaadata, mida on vanad ja uued lubajad seni teinud. Kui siiani linnavalitsust juhtinud erakondlased jagavad oma valimisprogrammi, on mõistlik vaadata, kui palju nad oma eelmistest lubadustest ära on teinud. Konservatiivide puhul seda võimalust küll pole, sest meie oleme oma erakonnaga esimest korda Viljandis kandideerimas, kuid võrdlusmomendi oma sõnade ja tegude kokkulangevuse osas saab siiski ka tehtud tööst riigikogus."""
EKRE,
EKRE,"Mart Helme hinnangul on Riigi Infosüsteemide Ametis avastatud ID-kaardi kiibiviga piisavalt tõsine, et e-valimised neil valimistel ära jätta."
EKRE,"Mart Helme: ""Eesti valitsus peaks oma sõjalisi liitlasi veenma, et tarbetu on kulutada ressurssi sõjale Afganistanis. NATO peaks tugevdama sõjalist julgeolekut Eestis."" 
Loe intervjuud Mart Helmega allolevalt lingilt!"
EKRE,"„Me ei tohi leppida sellega, et Euroopas on riike, kes üritavad võltsida ajalugu ning pisendada kommunistlike režiimide kuritegusid. 20. sajandi kommunistlik eksperiment on nõudnud üle saja miljoni inimelu,“ ütles Madison."
EKRE,
EKRE,"Sel kevadel abipolitseiniku kursused läbinud riigikogulane Jaak Madison kirjeldab intervjuus Eesti Ekspressile eredamaid elamusi politseipatrullis. 
Madison: ""Hakkasin abipolitseinikuks, et anda oma panus, õppida ja saada kogemusi. Näha, mida politseinikud päriselt teevad, ning saada aimu tõelistest murekohtadest meie sisejulgeolekus.""
Loe lähemalt allolevalt lingilt!"
EKRE,"""Alati on ühiskonnas grupp inimesi, kellel on uskumus, et inimkond areneb muudkui edasi ja meil on võimalik muuta inimese olemust ja loomust. Et me muutume paremaks ja me lõpuks jõuame kuskile õndsasse ühiskonda, kus ei ole vägivalda, vihkamist; kõik on sallivad, saavad teha, mida nad tahavad ja tunda ennast, kellena tahavad. Sama asja peale ehitati üles marksism,"" seletas Madison. http://m.postimees.ee/section/381/4208941"
EKRE,"Vikerraadio saatejuht Arp Müller (fotol) uurib linnapeakandidaat Martin Helmelt, kuidas kavatseb Eesti Konservatiivne Rahvaerakond edendama hakata Tallinna elu. Kuula intervjuud allolevalt lingilt!"
EKRE,
EKRE,"Mart Helme EKRE suvepäevadel: Konservatiivse Rahvaerakonna eesmärk on teha Eestist selline riik, nagu on kirjas meie põhiseaduses."
EKRE,
EKRE,
EKRE,"Seda ma nüüd küll ei usu, et nad konservatiividega liituvad. Kumbki neist, ei Tsahkna ega Mihkelson pole need inimesed, kes meie juurde tuleksid,"" kommenteeris EKRE esimees Mart Helme uudist Margus Tsahkna ja Marko Mihkelsoni IRL-ist lahkumise kohta."
EKRE,
EKRE,
EKRE,
EKRE,"Henn Põlluaas: “Kui e-valimised on tõesti nii turvalised, kui meile kinnitatakse, siis miks kardetakse rahvusvahelist auditit, rahvusvahelisi asjatundjaid ja eksperte, kes tuleksid ja vaataksid üle meie rakendused, valimissüsteemid, ja kinnitaksid meile, et tõepoolest, see on turvaline.”"
EKRE,
EKRE,
EKRE,
EKRE,"Kohalike omavalitsuse valimistel peaksid saama hääletada ainult Eesti kodanikud, leiab Eesti Konservatiivne Rahvaerakond. Kui oled nõus, jaga seda postitust!"
EKRE,Türi osakond valis uued juhid.
EKRE,"MEIE KAITSEME EESTI KODU!
#pronksiöö10"
EKRE,"Vaata otseülekannet Rail Balticu meeleavalduselt! 
Algus täna kell 11:50."
EKRE,"Sel laupäeval kell 12 Vabaduse väljakul suur meeleavaldus Rail Balticu läbisurumise vastu! Tule ise ja võta sõber kaasa!
JAGA SEDA POSTITUST!"
EKRE,
EKRE,"Mart Helme kommenteerib ettepanekut panna Eesti liikmesus Euroopa Liidus rahvahääletusele: „Kui Eesti rahvas otsustab, et me oleme nõus jääma vähemusrahvaks oma kodumaal ja pikkamööda välja surema, siis see on Eesti rahva otsus, aga seda tuleb temalt küsida. Kui Eesti rahvas ajab selja sirgu ja ütleb, et me tahame olla uhke ja suveräänne rahvas, siis see on Eesti rahva valik. Me tahame anda eesti rahvale selle valiku.“
Vaata „Aktuaalse kaamera“ uudist EKRE kongressist!"
EKRE,Eesti Konservatiivse Rahvaerakonna tänasel kongressil valiti erakonna juhiks tagasi senine esimees Mart Helme.
EKRE,"JAAK MADISON: Eesti loodust tuleb kaitsta, kevadisest raierahust peaksid kinni pidama kõik erametsaomanikud!"
EKRE,
EKRE,EKRE volikogu homme 25.03 Paides kell 12.00
EKRE,
EKRE,"JAAK MADISON: ""Kui me tahame, et meie riik ja rahvas saaks rikkamaks ja majandus edeneks, siis on kõige olulisem langetada maksukoormust."""
EKRE,"HELLE KULLERKUPP: Valija ei tohiks kohaliul omavalitsuse valimistel minna liimile ega valida peibutusparte, kes maakonnas iialgi tööle ei hakka."
EKRE,"Tallinna TV saates ""Mõtleme taas"" arutles Eesti põllumajanduse hetkeseisu ja väljavaadete üle Konservatiivse Rahvaerakonna aseesimees Merry Aart. Saade on järelvaadatav allolevalt lingilt."
EKRE,
EKRE,Vabariigi aastapäevale pühendatud Tõrvikurongkäigul 24. veebruaril 2017 Tallinna vanalinnas osales üle 3000 inimese.
EKRE,"Mart Helme on täna TV3 ""Seitsmeste uudiste"" stuudios kell 18.45 ja Tallinna TV otsesaates ""Otse kümnesse"" kell 22. 

Martin Helme esindab konservatiive täna kell 20 algavas ETV otsesaates ""Foorum""."
EKRE,Rakvere linnavolikogu otsustas täna mitte toetada raha eraldamist homofestivali korraldamiseks. Konservatiivne Rahvaerakond avaldas meelsust ka enne volikogu istungi algust ning õnneks 11 linnavolinikku kuulasid rahva arvamust.
EKRE,
EKRE,Mart Helme avalik loeng: Kuidas pidada läbirääkimisi venelastega?
EKRE,"TÕNIS MÄGI usutluses Õhtulehele: ""Kui ma vaatan ja kuulan neid poliitikuid, ka neid, kelle sõnal on seni minu jaoks kaalu olnud, siis midagi ei ole teha – kõige täpsemalt ja otsemalt räägivad mõned mehed EKREst."""
EKRE,
EKRE,
EKRE,"""Lisaks tuleb märkida, et vastav ettepanek sai tehtud tuginedes sõjaväeluure andmetele, et tulemas on uus migratsioonilaine ning kahtlemata on tegu väga tõsise signaaliga."""
EKRE,"Helle-Monika Helme: ""Valdurmikitaliku metsarahvana on meis veel alles seda süütut hingepuhtust, mis kurja kartmata kõike endasse laseb. Eriti, kui seda tehakse leebel ja mesimagusal häälel ning heade ümmarguste silmadega. Midagi kahtlustamata läheme kaasa võõraga, kes sulnilt jutustab soojast toakesest ja mõnusast kõhutäiest ning avastame ühel hetkel, et tegelikult oleme saksa muinasjutus Hans ja Grete, istume puuris, laseme end toita, märkamata, et kusagil köeb ahi, mis on määratud meie eksistentsi lõpetama."""
EKRE,"TV3 Seitsmeste uudiste stuudios on külas Eesti Konservatiivse Rahvaerakonna aseesimees Martin Helme. Vesteldakse teemal, kas jõulud ja kirik kuuluvad kokku ning kas Eesti presidendile tehakse liiga tema suhtumise pärast kristlikesse traditsioonidesse. Vaata videost!"
EKRE,"Head noored!

Sinine Äratus kutsub Teid Tallinna kohvikuõhtule teisipäeval, 20. detsembril kell 18 kohvikus Sinilind (Müürivahe 50). Veedame maha ühe laheda õhtu ning saame üksteisega tuttavaks (oodata on uusi inimesi). Lisaks vestleb meiega üks EKRE poliitikuid Imre Mürk. Teemaks on rahvuslik majandus ja noorte võimalused tänapäeva Eestis töökohta leida.

Palun andke teada oma osalusest hiljemalt 18.12.2016 (""Osalen"", ""Ei osale"").

Ära maga maha head võimalust ning võta kaasa ka sõber, et seltsis oleks lõbusam!"
EKRE,"Martin Helme: „Rahvale üritatakse selgeks teha, et rong on läinud. Aga rong ei ole läinud. Me loodame, et valitsuse vahetusega muutub ka mõtteviis ning häirekella lööjatest ja teistsuguste lahenduste pakkujatest enam teerulliga üle ei sõideta.“"
EKRE,Põhja-Tallinna rahvuskonservatiivid tõid advendirõõmu Pelgulinna rahvale
EKRE,
EKRE,"""Donald Trump võitis USA presidendivalimised ja olemasoleva poliitlise olukorraga tuleb meil kohaneda ning vastavalt sellele ka oma sammud seada, kirjutab Eesti Konservatiivse Rahvaerakonna parlamendisaadik ja riigikogu Euroopa Liidu asjade komisjoni aseesimees Jaak Madison."""
EKRE,"Tallinna linna noortevolikogu uude koosseisu valiti kolm rahvuskonservatiivi: Konservatiivse Erakonna liikmed Evelin Marjamägi ja Karl Songisepp ning Sinise Äratuse liige Rain Pärnaste.
Tallinna linna noortevolikogu on Tallinna Linnavolikogu juures tegutsev Tallinna noortest koosnev nõuandva õigusega osaluskogu, mis esindab Tallinna noorte huve.
Noortevolikogu põhitegevus on kaasata noori aktiivselt osalema ühiskondliku elu korraldamises.
Noortevolikogul on 21 liiget, kes on valitud kolmest huvirühmast: õpilaste, üliõpilaste hulgast ja noorteühendustest. Igal huvirühmal on seitse esindajat.

Fotol: Karl Songisepp (esireas vasakult esimene), Rain Pärnaste (esireas vasakult teine), Evelin Marjamägi (esireas paremalt kolmas)."
EKRE,Ilmunud on Konservatiivide Vaba Sõna uus number. Lehte saab erakonna Tallinna kontorist või ringkondade esimeeste käest. Internetis on ajaleht kättesaadav allolevalt lingilt.
EKRE,"Tallinna Konservatiivide klubi avaüritus on 27.oktoobril. Peaesineja Mart Helme, kes teeb kokkuvõtteid pikast presidendirallist"
EKRE,"Täna oli saates ""Hommik Anuga"" külas Mart Helme, kes lisaks intervjuule esitas üle 30 aasta oma vana hitti. 
Vaata alates saate 49. minutist!"
EKRE,"Kaalep lubas senisest veel enam tihendada koostööd erakonna ja noorteliikumise vahel. ""Eesti uues rahvuslikus ärkamises on oluline eelkõige meie põlvnemine ühistest esivanematest ja tahtmine pärandada oma võimsa vaimupotentsiaaliga rahvusriik meie järglastele,"" sõnas ta."
EKRE,
EKRE,
EKRE,
EKRE,
EKRE,"Kõigist kuuest Riigikogu fraktsioonist kulutasid 2016. aasta esimeses pooles kõige enam kuluhüvitisi Reformierakonna liikmed, kes palusid hüvitada keskmiselt 87 protsenti maksimaalsest kuluhüvitise summast."
EKRE,Konservatiivne Rahvaerakond on Mart Helme ülesseadmiseks presidendikandidaadina valimiskogus võtnud sihiks enam kui 21 allkirja kogumise
EKRE,"EKRE volikogu koguneb homme endale uut juhti valima, lisaks on päevakorras mitmed muud küsimused"
EKRE,"Monika Helme räägib Eesti Päevalehe nädalalõpuväljaandele LP, kuidas ta end kampaaniamöllus tunneb ja milliseid mõtteid võimalik elumuutus tekitab."
EKRE,"Riigikogu väliskomisjoni liige Henn Põlluaas arutleb, kas Türgi on Läänele ja NATO-le selga keeramas."
EKRE,"Eesti Seakasvatajate Liidu ja põllumajandustootjate esindajad kohtuvad reedel Konservatiivse Rahvaerakonna presidendikandidaadi Mart Helmega, et arutada maaelu olukorra ja tuleviku üle."
EKRE,
EKRE,Tule kuulama ja löö aktiivselt kaasa. Siit leiad ka tähtsamate debattide ajakava.
EKRE,
EKRE,Ilusaid hetki ja mälestusi Varemurru suvepäevadest!
EKRE,"“Me ei taha vastuseks kaameraid igale tänavanurgale või karmimat turvakontrolli lennujaamades,” ütleb Sinise Äratuse juhatusse kuuluv Ruuben Kaalep. “Me ei taha õpetussõnu, nagu see olekski uus normaalsus. Me ei taha ka kättemaksuks õhulööke Lähis-Idas. Me tahame, et lõpuks võetaks rahvusküsimustes meid kuulda.”"
EKRE,"Konservatiivse Rahvaerakonna aseesimees Jaak Madison oli üks esinejaid Thbilisis toimuval European Young Conservatives konverentsil, kus teemadeks Venemaa agressiivne tegevus ning sellega kaasnevad ohud. Madison rõhutas, et Euroopa Liidu enda tegevus teeb teene Venemaale, kui üritatakse luua föderatsiooni, mis toob aga kaasa riikide vastuseisu ning lõhenemise. Samuti oli teemaks NATO ning selle laienemine, kus Madison rõhutas Gruusia liikmelisuse vajalikkust ning lootust Soome ja Rootsi liitumisele NATO-ga. Lisaks sellele tõi ta eeskujuks Soome, kes on järjepidevalt investeerinud kaitsevõime arendamisse, samal ajal hoides pragmaatilisi majandussuhteid Venemaaga."
EKRE,"Rahvuskonservatiivid kogunesid, et arutada Brexiti mõju Eestile ja selle poliitilisele süsteemile"
EKRE,
EKRE,"Konservatiivse Rahvaerakonna kongressi avaldus: rahvale tuleb anda õigus presidendi otsevalimisteks!

President Lennart Meri andis 8. oktoobril 2001. aastal, oma ametisoleku viimasel päeval, Riigikogule üle põhiseaduse muutmise eelnõu, mille eesmärgiks oli viia sisse presidendi otsevalimised. 2001. aasta sügisel presidendiks valitud Arnold Rüütel toetas oma eelkäija algatust.

Järgnenud 15 aasta jooksul on aga kartelliparteid hääletanud maha kõik algatused presidendi otsevalimisteks ja eelistanud tagatoa kokkuleppeid, et Kadriorgu jõuaks mugavuspresident, kes laseks võimulolijatel segamatult toimetada.

Eesti Konservatiivse Rahvaerakonna Kongress nõuab kodanikele juurde hädavajalikke ja vahetuid mehhanisme osalemiseks riigi juhtimisel. Eesti demokraatia huvides tuleb seadustada presidendi otsevalimised.

Praegune valimiskord, mille järgi valib presidendi Riigikogu, ei lähtu Eesti rahva kui kõrgeima võimu kandja põhiseaduslikust staatusest. Rahval puudub sisuliselt võimalus mõjutada presidendivalimiste protsessi.

Kehtiv valimisüsteem ei ole kooskõlas põhiseadusliku võimude lahususe ja tasakaalu põhimõttega. Parlamendis valitud president on kaldu nii Riigikogu kui ka valitsuskoalitsiooni kuuluvate erakondade poole. Peatselt ametist lahkuva presidendi Toomas Hendrik Ilvese seisukohad ja väljaütlemised on selle kõnekaks näiteks.

Presidendi üheks oluliseks ülesandeks on tasakaalustada erakondade ja valitsuse tegevust riigi juhtimisel. Otsevalimistel mandaadi saanud president esindaks kõiki Eesti kodanikke, mitte ainult teda ametisse valinud erakondi. Rahva president saaks vabamalt kasutada talle antud põhiseaduslikke volitusi ega peaks kartma otsuseid või avaldusi, mis võimueliidile ei meeldi.

Juhime tähelepanu, et presidendi institutsiooni omavatest Euroopa riikidest puudub presidendi otsevalimiste võimalus vaid seitsmes riigis: Eestis, Itaalias, Kreekas, Lätis, Maltal, Saksamaal ja Ungaris. Rahva kätes on riigipea valimine üheksas parlamentaarses Euroopa riigis: Austrias, Bulgaarias, Iirimaal, Leedus, Poolas, Slovakkias, Sloveenias, Soomes ja Tšehhis. Samuti Küprosel, Portugalis, Prantsusmaal ja Rumeenias, kus presidendil on otsustusõigust rohkem. Presidendi otsevalimised on euroopalik komme.

Avaliku arvamuse uuringud näitavad, et enamik rahvast tunneb ennast kõrvale jäetuna võimalustest mõjutada riigi olulisi otsuseid ja on presidendi otsevalimiste poolt. Otsevalimised annaksid rahvale võimaluse rääkida kaasa riigi juhtimises ning vähendaksid demokraatia defitsiiti Eestis.

Rahva tahte objektiivseks väljaselgitamiseks teeb Konservatiivse Rahvaerakonna Kongress ettepaneku panna presidendi otsevalimiste küsimus põhiseaduse muutmise kaudu rahvahääletusele.

12. juuni 2016,
Pärnu"
EKRE,TV3 uudislugu massiimmigratsiooni vastaste toetusallkirjade üleandmisest Riigikogu juhatusele.
EKRE,"Aita üles ehitada parem Eesti, liitu konservatiividega!   www.ekre.ee/liikmele"
EKRE,Konservatiivse Rahvaerakonna volikogu otsustas teha 12. juunil toimuvale kongressile ettepaneku esitada erakonna presidendikandidaadiks Mart Helme.
EKRE,"Mart Helme: riikliku iseseisvuse seisukohast on Eesti probleem loomulikult Venemaa, aga terrorirünnakute seisukohast on meie oht ISIS, kelle nimekirjas me kahtlemata oleme."
EKRE,"Jaak Madison osales täna Vähiravifondi «Kingitud elu» heategevustalgutel, millega aidatakse vähihaigeid, keda haigekassa ei toeta. 

Talgute käigus kogus sadakond vabatahtlikku üle Eesti poodides ja kaubanduskeskustes vähihaigete heaks annetusi. Jaak oli ametis Kristiine keskuse Prisma juures."
EKRE,"Martin Helmelt hiilgav kaitsekõne, miks on vaja tühistada kooseluseadus."
EKRE,"Merry Aart jätkab tööd Võru-, Valga ja Põlva ringkonna esimehena"
EKRE,"Täna lõppesid Roostal Kõrgemad Riigikaitsekursused, milles osales ka Konservatiivse Erakonna fraktsiooni liige Jaak Madison.

Kursuste eesmärgiks oli tutvustada seal osalevatele poliitikutele, kõrgematele riigiametnikele ja kaitseväelastele, majandus- ja arvamusliidritele, kultuuri- ja haridustegelastele, ajakirjanikele, kolmanda sektori esindajatele Eesti julgeoleku-, välis- ja kaitsepoliitikat ning riigikaitse käsitlust, suurendada koostööd ning ühiskondlikku sidusust riigikaitse valdkonnas.

Nädalase kursuse käigus said osalejad ülevaate rahvusvahelisest olukorrast meie piirkonnas, sõjalisest riigikaitsest, siseturvalisusest ja laiapindsest riigikaitsest ning uusimatest arengutest sõjanduses. Samuti tutvusid kursuslased Ämari Lennubaasi võimekustega.

""Väga kasulik ja huvitav oli,"" märkis Madison."
EKRE,"RIIGIKOGU LAHTISTE USTE PÄEV LAUPÄEVAL, 23. APRILLIL!

Võimalik tutvuda parlamendi tööga, kohtuda fraktsioonides saadikutega ja esitada infotunnis valitsuse liikmetele küsimusi.

Vaata ka: https://youtu.be/2AnG3D7Z82g

KAVA

Toompea lossis

Kell 10.45 Tervituskontsert lossi rõdult, uksed valla
Kell 10.50 Riigikogu esimehe tervitus
Kell 11 – 16 Ekskursioonid lossis, pääs Pika Hermanni torni
(11.30, 13 ja 14.30 NUKU ekskursioonid lossis)
Kell 11 – 16 Kohtumised fraktsioonides Riigikogu liikmetega
Kell 11 – 12 Kohvikujutud Riigikogu liikmetega (Mailis Reps, Urve Tiidus, Viktoria Ladõnskaja)
Kell 12 – 13 Infotund Riigikogu istungisaalis. Rahva küsimustele vastavad peaminister Taavi Rõivas, sotsiaalkaitseminister Margus Tsahkna  ja kultuuriminister Indrek Saar
Kell 12.00 ja 13.30 Etendus „Okasroosike“ (5+) kunstisaalis
Kell 12.30 ja 14 Etendus „Gelsomiina tsirkus“ (7+) konverentsisaalis
Kell 13 -14 Mälumäng „25 aastat iseseisvuse taastamisest“ Valges saalis. Mälumängus osalevad Tallinna Reaalkooli, Gustav Adolfi Gümnaasiumi, Saku Gümnaasiumi ja Viimsi Keskkooli õpilased ning Riigikogu liikmed Mart Nutt, Yoko Alender, Sven Mikser, Peeter Ernits, Artur Talvik ja Jaak Madison.
Kell 14 – 15 Kohvikujutud Riigikogu liikmetega (Rainer Vakra, Krista Aru, Mart Helme)
Kell 15 – 16 Hea tuju kontsert Valges saalis. Esinevad NUKU koor ja  näitlejad"
EKRE,Kuulake viimast saadet!
EKRE,"Mart Helme räägib Kuku raadiole täna Riigikogus toimunud konverentsist ""Eesti julgeolekust poliitilise korrektsuseta""."
